,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,AVERAGE ALLOWED CHARGES,AVERAGE PAYMENT,CARDIOVASCULAR,DIGESTIVE SYSTEM,EAR,ENDOCRINE SYSTEM,EYE,FEMALE GENITALIA,INTEGUMENTARY,LYMPHATIC,MALE GENITALIA,MATERNITY,MEDIASTINUM,MUSCULOSKELETAL,RESPIRATORY,URINARY,y
10221,54410.0,TOTAL,1616.0,1985290.74,1535371.16,1228.5214975247525,950.1059158415841,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10224,54411.0,TOTAL,139.0,121831.58,94928.17,876.4861870503597,682.9364748201439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10227,54415.0,TOTAL,174.0,88513.7,68515.46,508.6994252873563,393.7670114942529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10230,54416.0,TOTAL,134.0,171627.62,125552.55,1280.8031343283583,936.959328358209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10233,54417.0,TOTAL,32.0,25750.5,19982.66,804.703125,624.458125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10236,54420.0,TOTAL,41.0,27236.1,21353.09,664.2951219512195,520.8070731707317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10239,54430.0,TOTAL,80.0,48454.96,37946.06,605.687,474.32574999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10242,54435.0,TOTAL,88.0,35515.64,27420.01,403.58681818181816,311.59102272727273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10245,54440.0,TOTAL,127.0,85872.29,66754.25,676.1597637795275,525.6240157480315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10248,54450.0,TOTAL,2611.0,157651.36,120466.28,60.37968594408272,46.1379854461892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10250,54500.0,TOTAL,24.0,2449.75,1920.59,102.07291666666667,80.02458333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10253,54505.0,TOTAL,62.0,16222.99,12486.86,261.6611290322581,201.4009677419355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10257,54512.0,TOTAL,168.0,95627.17,73223.23999999999,569.2093452380952,435.852619047619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10261,54520.0,TOTAL,2639.0,1049991.18,811899.21,397.8746419098143,307.65411519514964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10264,54522.0,TOTAL,78.0,40577.61,31388.35,520.2257692307693,402.4147435897436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10268,54530.0,TOTAL,1382.0,777833.06,601002.55,562.8314471780029,434.8788350217077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10271,54535.0,TOTAL,28.0,16157.77,12639.64,577.0632142857143,451.4157142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10273,54550.0,TOTAL,56.0,25448.3,19589.53,454.43392857142857,349.8130357142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10275,54600.0,TOTAL,44.0,18949.68,14362.31,430.67454545454547,326.4161363636363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10278,54620.0,TOTAL,40.0,8809.25,6468.74,220.23125,161.7185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10282,54640.0,TOTAL,292.0,155214.12,118251.3,531.5552054794521,404.9702054794521,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10288,54660.0,TOTAL,22.0,9848.2,7718.91,447.6454545454546,350.85954545454547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10290,54670.0,TOTAL,11.0,3543.81,2774.93,322.1645454545455,252.26636363636362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10293,54680.0,TOTAL,56.0,40807.6,31993.13,728.7071428571428,571.3058928571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10296,54690.0,TOTAL,25.0,15085.13,11717.9,603.4051999999999,468.716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10304,54700.0,TOTAL,1782.0,377992.05,289643.63,212.11675084175084,162.53851290684625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10310,54830.0,TOTAL,416.0,170386.41,131109.45,409.58271634615386,315.16694711538463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10314,54840.0,TOTAL,2698.0,1062454.88,815982.42,393.79350630096366,302.4397405485545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10318,54860.0,TOTAL,615.0,298371.56,229533.35,485.1570081300813,373.2249593495935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10321,54861.0,TOTAL,64.0,36607.43,28550.88,571.99109375,446.1075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10324,54865.0,TOTAL,21.0,7768.5,6104.28,369.92857142857144,290.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10332,55000.0,TOTAL,3910.0,444695.14,320441.55,113.73277237851663,81.95436061381074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10336,55040.0,TOTAL,7105.0,3685426.62,2829845.72,518.7088838845883,398.28933427163975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10340,55041.0,TOTAL,850.0,561857.5499999999,434379.86,661.0088823529411,511.0351294117647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10344,55060.0,TOTAL,1239.0,582264.15,447029.9300000001,469.94685230024214,360.7989749798225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10348,55100.0,TOTAL,1629.0,277210.08,210955.82,170.17193370165748,129.50019643953345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10351,55110.0,TOTAL,459.0,172984.67,132170.3,376.8729193899782,287.95272331154683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10354,55120.0,TOTAL,102.0,35113.87,27155.33,344.25362745098045,266.2287254901961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10358,55150.0,TOTAL,476.0,210947.56,161954.4,443.16714285714284,340.24033613445374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10361,55175.0,TOTAL,401.0,133617.63,104667.32,333.21104738154617,261.01576059850373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10365,55180.0,TOTAL,203.0,105898.61,82744.39,521.6680295566503,407.60783251231527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10372,55250.0,TOTAL,81.0,30897.71,23034.62,381.4532098765432,284.378024691358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10382,55500.0,TOTAL,428.0,203178.28,157210.37,474.7156074766355,367.3139485981308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10386,55520.0,TOTAL,3967.0,1105940.74,857513.3600000001,278.7851625913789,216.16167380892364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10390,55530.0,TOTAL,177.0,74028.32,56075.38,418.23909604519775,316.81005649717514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10393,55535.0,TOTAL,27.0,12783.16,10020.13,473.45037037037036,371.1159259259259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10397,55540.0,TOTAL,88.0,50922.21,39482.12,578.6614772727272,448.66045454545457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10400,55550.0,TOTAL,21.0,10998.07,8618.7,523.717619047619,410.41428571428577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10403,55559.0,TOTAL,35.0,10764.91,8430.960000000001,307.56885714285715,240.88457142857146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10405,55600.0,TOTAL,71.0,34338.03,26598.08,483.63422535211265,374.62084507042255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10410,55650.0,TOTAL,74.0,32757.07,25545.91,442.6631081081081,345.215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10416,55700.0,TOTAL,154602.0,40583478.12,30717523.07,262.5029308805837,198.68774705372505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10418,55705.0,TOTAL,130.0,50617.23,39308.43,389.3633076923077,302.37253846153845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10422,55706.0,TOTAL,1611.0,735072.9400000001,566374.34,456.28363749224087,351.56693978895095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10424,55720.0,TOTAL,21.0,9090.99,7007.36,432.9042857142857,333.6838095238095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10427,55725.0,TOTAL,13.0,7127.370000000001,5582.43,548.2592307692308,429.41769230769233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10430,55801.0,TOTAL,31.0,24826.01,18628.97,800.8390322580644,600.9345161290323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10433,55810.0,TOTAL,176.0,177191.02,133806.3,1006.767159090909,760.2630681818181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10439,55815.0,TOTAL,27.0,35178.82000000001,27435.55,1302.9192592592594,1016.1314814814815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10442,55821.0,TOTAL,1444.0,893877.6,693283.26,619.0288088642659,480.1130609418283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10445,55831.0,TOTAL,852.0,581944.62,452774.1899999999,683.0335915492958,531.4251056338027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10448,55840.0,TOTAL,2274.0,1366711.68,1065179.18,601.0165699208443,468.4165259454705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10451,55842.0,TOTAL,321.0,281088.77,216275.35,875.6659501557633,673.754984423676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10454,55845.0,TOTAL,2479.0,2398122.53,1857358.52,967.3749616780959,749.2369987898346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10458,55860.0,TOTAL,40.0,36506.49000000001,28578.25,912.6622500000003,714.45625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10465,55866.0,TOTAL,20310.0,27500571.35,21203385.97,1354.0409330379125,1043.9874923682914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10467,55870.0,TOTAL,15.0,2331.11,1758.51,155.40733333333336,117.234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10471,55873.0,TOTAL,1767.0,2174824.49,1684127.59,1230.8005036785514,953.0999377475948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10475,55875.0,TOTAL,7266.0,6005276.180000001,4650601.16,826.4899779796312,640.0497054775668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10478,55876.0,TOTAL,16056.0,1982362.62,1501788.98,123.46553437967115,93.53444070752367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10481,55899.0,TOTAL,306.0,223059.03,174215.77,728.9510784313726,569.3325816993464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10484,55920.0,TOTAL,251.0,118894.29,93347.28,473.68243027888445,371.9015139442231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10490,59000.0,TOTAL,174.0,17605.49,13551.39,101.18097701149426,77.88155172413792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10496,59015.0,TOTAL,15.0,2355.53,1688.9,157.03533333333334,112.59333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10498,59020.0,TOTAL,98.0,4132.85,3035.33,42.171938775510206,30.972755102040814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10500,59025.0,TOTAL,22232.0,796838.8,595341.94,35.84197553076646,26.77860471392587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10504,59051.0,TOTAL,30.0,1268.08,994.18,42.26933333333333,33.13933333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10517,59120.0,TOTAL,39.0,27222.38,20905.91,698.0097435897436,536.0489743589743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10527,59150.0,TOTAL,31.0,20051.11,15657.62,646.8100000000001,505.0845161290323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10531,59151.0,TOTAL,175.0,125206.68,97096.05,715.4667428571428,554.8345714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10534,59160.0,TOTAL,117.0,17197.69,13264.26,146.9888034188034,113.36974358974359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10537,59200.0,TOTAL,227.0,11821.45,8585.95,52.07687224669604,37.82356828193833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10540,59300.0,TOTAL,41.0,5145.03,3760.58,125.48853658536585,91.72146341463414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10543,59320.0,TOTAL,164.0,26086.75,19847.77,159.0655487804878,121.02298780487806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10552,59400.0,TOTAL,3872.0,8135698.7,6261412.14,2101.161854338843,1617.1002427685949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10555,59409.0,TOTAL,1958.0,1628334.88,1260807.96,831.6317058222676,643.9264351378957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10557,59410.0,TOTAL,1260.0,1326426.44,1028373.29,1052.7193968253969,816.1692777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10560,59412.0,TOTAL,40.0,3952.26,3009.52,98.8065,75.238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10563,59414.0,TOTAL,59.0,4830.2,3418.14,81.86779661016949,57.93457627118644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10565,59425.0,TOTAL,1158.0,388187.57,296948.22,335.22242659758206,256.43196891191707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10567,59426.0,TOTAL,1519.0,747646.68,575595.73,492.196629361422,378.9306978275181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10569,59430.0,TOTAL,1407.0,233841.89,169113.05,166.19892679459844,120.19406538734896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10572,59510.0,TOTAL,3142.0,7341242.21,5614542.85,2336.4870178230426,1786.9327975811584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10575,59514.0,TOTAL,2978.0,1585878.72,1228815.62,532.5314707857623,412.6311685695098,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10578,59515.0,TOTAL,1166.0,1483310.02,1149026.43,1272.1355231560892,985.4429073756431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10581,59525.0,TOTAL,14.0,6295.42,4927.79,449.67285714285714,351.985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10583,59610.0,TOTAL,120.0,263340.25,201891.75,2194.5020833333333,1682.43125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10585,59612.0,TOTAL,48.0,43778.95,34186.02,912.0614583333332,712.2087499999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10587,59614.0,TOTAL,40.0,46826.06,36124.93,1170.6515,903.12325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10589,59618.0,TOTAL,23.0,53381.26,41770.65,2320.924347826087,1816.1152173913044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10592,59620.0,TOTAL,14.0,10703.33,8363.37,764.5235714285715,597.3835714285715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10595,59622.0,TOTAL,14.0,17096.84,13170.06,1221.202857142857,940.7185714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10598,59812.0,TOTAL,342.0,103143.89,79513.81,301.5903216374269,232.49652046783626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10602,59820.0,TOTAL,683.0,268774.32,205959.83,393.5202342606149,301.5517276720351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10604,59821.0,TOTAL,49.0,17174.75,13452.22,350.5051020408163,274.5351020408163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10608,59840.0,TOTAL,14.0,2847.65,2230.48,203.40357142857144,159.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10610,59841.0,TOTAL,14.0,5485.94,4300.98,391.8528571428571,307.2128571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10625,59871.0,TOTAL,44.0,4419.63,3438.3,100.44613636363637,78.14318181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10636,39000.0,TOTAL,465.0,153491.92,119947.98,330.09015053763443,257.9526451612903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10639,39010.0,TOTAL,1349.0,749842.14,580553.64,555.8503632320237,430.35851742031133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10642,39200.0,TOTAL,63.0,32854.25,25765.2,521.4960317460317,408.9714285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10645,39220.0,TOTAL,599.0,485404.73,376632.75,810.3584808013355,628.7691986644408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10648,39400.0,TOTAL,7553.0,3497051.66,2713256.66,463.0016761551702,359.22900304514764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10651,39499.0,TOTAL,39.0,18503.53,14505.51,474.44948717948716,371.93615384615384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10654,39501.0,TOTAL,351.0,173969.01,135354.48,495.63820512820513,385.62529914529915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10660,39540.0,TOTAL,197.0,103389.92,80337.23,524.8219289340101,407.80319796954313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10663,39541.0,TOTAL,287.0,172331.13,133663.11,600.4568989547039,465.7251219512195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10666,39545.0,TOTAL,274.0,180085.07,138668.68,657.2447810218978,506.0900729927007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10669,39560.0,TOTAL,745.0,269925.82,209321.07,362.3165369127517,280.9678791946309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10672,39561.0,TOTAL,322.0,205813.72,160760.58,639.1730434782609,499.25645962732915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10675,39599.0,TOTAL,305.0,197132.79,154732.22,646.3370163934427,507.31875409836067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10679,20005.0,TOTAL,4314.0,1051586.94,808213.1,243.76146036161333,187.34656930922577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10682,20100.0,TOTAL,286.0,146476.13,112580.97,512.1543006993007,393.63975524475524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10685,20101.0,TOTAL,83.0,14447.24,11053.12,174.06313253012047,133.1701204819277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10688,20102.0,TOTAL,406.0,94968.96,73682.47,233.9136945812808,181.48391625615764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10692,20103.0,TOTAL,1942.0,592515.7400000001,457084.46,305.1059423274975,235.3678990731205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10699,20200.0,TOTAL,738.0,96423.87,74147.87000000001,130.65565040650407,100.47136856368564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10703,20205.0,TOTAL,2672.0,499047.48,383030.46,186.76926646706585,143.34972305389223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10706,20206.0,TOTAL,14109.0,1062386.48,815471.52,75.29849599546388,57.79796725494366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10710,20220.0,TOTAL,10460.0,797249.16,613796.32,76.21884894837477,58.68033652007648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10714,20225.0,TOTAL,13697.0,1740483.58,1346468.12,127.07042272030372,98.30387092063957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10718,20240.0,TOTAL,3592.0,719875.24,556306.4299999999,200.41070155902005,154.87372772828505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10722,20245.0,TOTAL,3639.0,1771620.53,1373997.54,486.84268480351744,377.5755812036274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10725,20250.0,TOTAL,123.0,35720.01,27596.54,290.4065853658537,224.36211382113822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10728,20251.0,TOTAL,379.0,92574.01,72314.53,244.25860158311343,190.80350923482848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10730,20500.0,TOTAL,2405.0,189676.41,146190.09,78.86753014553015,60.785900207900205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10733,20501.0,TOTAL,3161.0,120966.41,93245.81,38.268399240746604,29.498832647896236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10737,20520.0,TOTAL,2393.0,398117.54,297318.13,166.36754701211868,124.2449352277476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10741,20525.0,TOTAL,2317.0,825050.89,634993.61,356.0858394475615,274.05852826931374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10745,20526.0,TOTAL,69472.0,5645463.86,4205936.939999999,81.26243464993091,60.54146908106861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10747,20527.0,TOTAL,8194.0,653732.38,482711.5,79.78183793019282,58.91036123993166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10751,20550.0,TOTAL,790809.0,42642675.13,31466400.49,53.92285005608181,39.79013957858345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10755,20551.0,TOTAL,176128.0,8368937.399999999,6224909.260000001,47.51622342841569,35.34309854196948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10759,20552.0,TOTAL,355111.0,17019774.74,12662784.0,47.928041485619985,35.65866447392506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10763,20553.0,TOTAL,298607.0,17077923.86,12808054.28,57.191974267180605,42.892679274096054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10766,20555.0,TOTAL,166.0,53758.26,41902.99000000001,323.84493975903615,252.42765060240973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10770,20600.0,TOTAL,395911.0,16797423.17,12336671.64,42.42727069972798,31.160214391618318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10773,20604.0,TOTAL,27317.0,1832385.83,1384232.52,67.07858952300765,50.6729333382143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10777,20605.0,TOTAL,463890.0,21092616.28,15480980.0,45.46900403112807,33.37209252193408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10780,20606.0,TOTAL,41197.0,3107529.29,2357482.5,75.43096074956914,57.224615870087625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10784,20610.0,TOTAL,5652733.0,336043267.93,248313960.81,59.44792862673684,43.92812482209933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10788,20611.0,TOTAL,779944.5,73503032.05000001,56034723.0,94.24136210973988,71.84450047407219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10792,20612.0,TOTAL,25644.0,1491007.87,1087508.98,58.14256239276244,42.4079309000156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10796,20615.0,TOTAL,1015.0,227363.42,176098.93,224.0033694581281,173.4964827586207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10800,20650.0,TOTAL,2881.0,590916.37,459250.12,205.10807705657757,159.40649774383894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10803,20660.0,TOTAL,846.0,141086.97,108881.78,166.76946808510638,128.70186761229314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10806,20661.0,TOTAL,504.0,197080.45,153089.57,391.0326388888889,303.74914682539685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10813,20664.0,TOTAL,22.0,16895.82,13225.32,767.9918181818182,601.1509090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10816,20665.0,TOTAL,1969.0,187834.22,146442.9,95.39574403250381,74.37425088877603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10820,20670.0,TOTAL,9809.0,2890388.09,2208165.99,294.6669477010908,225.11632072586403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10824,20680.0,TOTAL,70074.0,30022755.43,23171881.3,428.4435800724948,330.67730256585895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10828,20690.0,TOTAL,5117.0,2493332.81,1926204.94,487.2645710377174,376.4324682431112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10832,20692.0,TOTAL,3202.0,2920344.62,2268934.21,912.0376702061212,708.5990662086195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10835,20693.0,TOTAL,827.0,289016.23,223876.08,349.47548972188633,270.7086819830713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10839,20694.0,TOTAL,6157.0,1730067.97,1334897.04,280.99203670618806,216.8096540522982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10842,20696.0,TOTAL,287.0,263199.89,203939.2,917.072787456446,710.5895470383276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10845,20697.0,TOTAL,28.0,59658.38,46579.5,2130.6564285714285,1663.5535714285713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10866,20900.0,TOTAL,5205.0,821892.3,636066.4299999999,157.90438040345822,122.20296445725263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10870,20902.0,TOTAL,5998.0,891908.0700000001,690748.99,148.7009119706569,115.16321940646883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10873,20910.0,TOTAL,72.0,19305.96,15046.5,268.1383333333333,208.97916666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10877,20912.0,TOTAL,1117.0,472909.93,365968.05,423.3750492390331,327.6347806624888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10880,20920.0,TOTAL,133.0,31087.42,24368.53,233.73999999999998,183.22203007518797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10883,20922.0,TOTAL,352.0,103149.94,80235.28,293.0396022727273,227.94113636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10887,20924.0,TOTAL,883.0,268255.68,208303.91,303.80031710079277,235.9047678369196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10891,20926.0,TOTAL,15176.0,5342165.62,4141172.45,352.0140761729046,272.8764134159199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10899,20931.0,TOTAL,20933.0,2419746.19,1875901.28,115.59481154158506,89.61454545454545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10906,20937.0,TOTAL,15366.0,1983950.26,1534045.8,129.11299362228297,99.83377586880125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10909,20938.0,TOTAL,2231.0,333444.51,258152.25,149.45966382787987,115.71145226355894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10912,20950.0,TOTAL,308.0,27589.99,21343.83,89.57788961038962,69.29814935064935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10915,20955.0,TOTAL,133.0,283732.32,219378.49,2133.325714285714,1649.4623308270675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10918,20956.0,TOTAL,42.0,97976.95,76707.8,2332.7845238095238,1826.3761904761905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10924,20962.0,TOTAL,35.0,58667.07,45940.35,1676.202,1312.5814285714284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10927,20969.0,TOTAL,803.0,1881961.61,1468694.07,2343.663275217933,1829.0088044831882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10936,20974.0,TOTAL,1428.0,107658.08,81856.48,75.39081232492997,57.322464985994394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10939,20975.0,TOTAL,770.0,103472.03,79705.19,134.37925974025973,103.51323376623377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10942,20979.0,TOTAL,614.0,32837.29,25316.2,53.48092833876222,41.23159609120521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
