,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,AVERAGE ALLOWED CHARGES,AVERAGE PAYMENT,CARDIOVASCULAR,DIGESTIVE SYSTEM,EAR,ENDOCRINE SYSTEM,EYE,FEMALE GENITALIA,INTEGUMENTARY,LYMPHATIC,MALE GENITALIA,MATERNITY,MEDIASTINUM,MUSCULOSKELETAL,RESPIRATORY,URINARY,y
9563,17106.0,TOTAL,3219.0,1025883.68,779088.11,318.6963901832867,242.02799316557937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9566,17107.0,TOTAL,1006.0,424237.18,324238.66,421.7069383697813,322.3048310139165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9569,17108.0,TOTAL,3490.0,2163451.92,1668166.18,619.9002636103152,477.9845787965616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9573,17110.0,TOTAL,1966454.0,204286830.3,148494352.92,103.88589323726872,75.51376890585794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9576,17111.0,TOTAL,99338.0,12533028.45,9239928.889999999,126.16550011073305,93.0150485212104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9580,17250.0,TOTAL,150380.0,8409103.889999999,6450890.319999999,55.91903105466152,42.89726240191514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9582,17260.0,TOTAL,19833.0,1369001.39,1019999.15,69.02644027630716,51.429392930973634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9586,17261.0,TOTAL,133525.0,15632487.92,11756973.73,117.07536356487549,88.05073005055233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9590,17262.0,TOTAL,258569.0,38722104.21,29344138.17,149.7554007247582,113.48668312906807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9594,17263.0,TOTAL,46878.0,8043978.02,6106525.569999999,171.5938824181919,130.26420858398396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9596,17264.0,TOTAL,7247.0,1328514.53,1011969.7,183.31923968538706,139.63980957637642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9599,17266.0,TOTAL,2317.0,483409.91,368840.67,208.63612861458782,159.18889512300387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9602,17270.0,TOTAL,10518.0,1325006.21,997323.9299999999,125.97511028712682,94.82068168853394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9605,17271.0,TOTAL,54633.0,7307727.439999999,5513185.39,133.76031775666718,100.9130999579009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9609,17272.0,TOTAL,83684.0,13457863.24,10208486.39,160.81763825820946,121.988509033985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9611,17273.0,TOTAL,15096.0,2856036.41,2175339.99,189.1916010863805,144.100423290938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9613,17274.0,TOTAL,2703.0,601191.34,460319.33,222.41633000369958,170.29941916389197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9616,17276.0,TOTAL,1121.0,285525.01,218205.52,254.7056289027654,194.65256021409454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9619,17280.0,TOTAL,33528.0,3825463.73,2859942.57,114.09758202099738,85.30012437365784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9623,17281.0,TOTAL,106385.0,16210467.04,12240214.85,152.3754950415942,115.05583352916294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9626,17282.0,TOTAL,101772.0,18571852.21,14106738.23,182.48488985182567,138.61119197814725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9628,17283.0,TOTAL,14925.0,3386494.82,2590686.11,226.9008254606365,173.58030887772193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9631,17284.0,TOTAL,2755.0,695592.16,531262.8999999999,252.48354264972778,192.83589836660613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9634,17286.0,TOTAL,1145.0,383258.07,293876.06,334.7232052401747,256.66031441048034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9637,17311.0,TOTAL,678809.0,368812836.49,284731707.4,543.3234333811131,419.45776705965886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9640,17312.0,TOTAL,468194.0,179094529.84,139505693.81,382.52205248251795,297.9655736938107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9643,17313.0,TOTAL,100830.0,54911124.16999999,42449456.27,544.5911352771991,421.00026053753845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9645,17314.0,TOTAL,47937.0,18176965.17,14168860.64,379.1844539708368,295.5725356196675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9647,17315.0,TOTAL,20066.0,1524003.83,1188979.76,75.94955795873618,59.25345160968803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9649,17340.0,TOTAL,3398.0,138243.11,100840.95,40.6836698057681,29.676559741024132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9651,17360.0,TOTAL,1071.0,133090.81,96263.16,124.2677964519141,89.88156862745099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9657,17999.0,TOTAL,7590.0,1325496.57,1038888.87,174.63722924901185,136.87600395256916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9660,19000.0,TOTAL,12583.0,892892.35,666017.32,70.96021219105141,52.9299308590956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9662,19001.0,TOTAL,1314.0,32670.33,24853.57,24.86326484018265,18.914436834094367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9666,19020.0,TOTAL,2038.0,671025.9299999999,518815.12,329.25708047105,254.5707163886163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9669,19030.0,TOTAL,857.0,78674.77,59075.12,91.80253208868145,68.93246207701284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9672,19081.0,TOTAL,57993.0,17450622.44,13387771.57,300.9091173072612,230.85150914765575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9675,19082.0,TOTAL,3984.0,793177.15,616399.52,199.0906501004016,154.71875502008032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9679,19083.0,TOTAL,108293.0,36054098.43,27742660.41,332.93101520873927,256.18147442586314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9682,19084.0,TOTAL,12598.0,2829167.65,2199647.2,224.57276154945228,174.6028893475155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9684,19085.0,TOTAL,4373.0,2493682.69,1931868.72,570.2452984221359,441.771946032472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9686,19086.0,TOTAL,837.0,344948.81,269535.18,412.1252210274791,322.0253046594982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9690,19100.0,TOTAL,3905.0,467594.87,355833.81,119.74260435339309,91.12261459667093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9694,19101.0,TOTAL,2599.0,755947.59,584436.53,290.86094267025777,224.86976914197768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9698,19105.0,TOTAL,16.0,16407.64,12741.8,1025.4775,796.3625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9702,19110.0,TOTAL,1083.0,434096.8,335070.09,400.8280701754386,309.3906648199446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9705,19112.0,TOTAL,69.0,23553.49,18340.79,341.3549275362319,265.8085507246377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9709,19120.0,TOTAL,15349.0,7762440.489999999,5975784.09,505.7293954003518,389.3272584533194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9713,19125.0,TOTAL,20265.0,10557817.66,8159479.2,520.9877947199606,402.63899333826794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9717,19126.0,TOTAL,1098.0,186168.87,145041.93,169.5527049180328,132.09647540983605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9720,19260.0,TOTAL,612.0,529297.36,412219.82,864.8649673202614,673.5617973856209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9723,19271.0,TOTAL,243.0,334553.29,260033.67,1376.7625102880659,1070.0974074074074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9726,19272.0,TOTAL,90.0,132314.34,103753.35,1470.1593333333333,1152.815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9729,19281.0,TOTAL,30759.0,3687841.35,2833695.23,119.89470886569785,92.12572677915406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9732,19282.0,TOTAL,2628.0,184479.29,143942.58,70.197598934551,54.77267123287671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9735,19283.0,TOTAL,3755.0,502329.27,386685.19,133.77610386151798,102.97874567243676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9737,19284.0,TOTAL,399.0,40809.58,31488.97,102.27964912280702,78.91972431077694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9741,19285.0,TOTAL,19507.0,2618056.53,2022925.9,134.21113087609575,103.70256318244732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9744,19286.0,TOTAL,1378.0,131160.04,101371.23,95.18145137880988,73.56402757619739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9746,19287.0,TOTAL,296.0,104122.41,81357.68,351.7648986486487,274.857027027027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9748,19288.0,TOTAL,79.0,27729.57,21739.77,351.0072151898734,275.18696202531646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9753,19296.0,TOTAL,2232.0,7126673.13,5544996.58,3192.9539112903226,2484.317464157706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9756,19297.0,TOTAL,768.0,76010.89,59395.2,98.97251302083333,77.33749999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9759,19298.0,TOTAL,122.0,145288.91,113759.15,1190.892704918033,932.4520491803278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9763,19300.0,TOTAL,610.0,345241.11,267691.19,565.9690327868852,438.8380163934426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9767,19301.0,TOTAL,55363.0,35842443.41,27837431.02,647.4078971515271,502.8165204197749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9771,19302.0,TOTAL,5699.0,4995922.39,3880645.88,876.6314072644323,680.9345288647131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9775,19303.0,TOTAL,23425.0,22537330.58,17517617.21,962.105894557097,747.817170117396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9778,19304.0,TOTAL,702.0,428765.65,334133.45,610.7772792022793,475.97357549857554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9781,19305.0,TOTAL,443.0,434710.92,333534.26,981.2887584650113,752.8990067720091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9784,19306.0,TOTAL,74.0,84639.81,66060.01,1143.781216216216,892.7028378378378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9788,19307.0,TOTAL,9655.0,10201401.43,7933858.37,1056.5925872604867,821.7357193164164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9792,19316.0,TOTAL,3094.0,1776974.84,1376631.96,574.3292954104719,444.93599224305103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9796,19318.0,TOTAL,6750.0,9006131.190000001,6947187.590000001,1334.241657777778,1029.2129762962963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9799,19324.0,TOTAL,48.0,14457.26,11274.73,301.1929166666667,234.89020833333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9803,19325.0,TOTAL,682.0,622690.86,481581.09,913.0364516129032,706.1306304985337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9807,19328.0,TOTAL,2409.0,1285357.33,998350.5800000001,533.564686591947,414.42531340805317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9811,19330.0,TOTAL,1501.0,1047599.97,815298.0,697.934690206529,543.1698867421719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9815,19340.0,TOTAL,3409.0,4088694.49,3169721.42,1199.382367263127,929.8097447931945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9819,19342.0,TOTAL,4017.0,5341087.03,4124537.37,1329.6208688075678,1026.770567587752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9823,19350.0,TOTAL,2688.0,1882261.42,1453549.55,700.2460639880952,540.7550409226191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9826,19355.0,TOTAL,47.0,33334.64999999999,26106.64,709.2478723404253,555.4604255319149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9830,19357.0,TOTAL,6355.0,10505296.68,8152053.8,1653.075795436664,1282.7779386309992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9833,19361.0,TOTAL,1095.0,1533169.29,1185145.99,1400.154602739726,1082.325105022831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9836,19364.0,TOTAL,888.0,2223876.73,1726988.52,2504.365686936937,1944.8068918918918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9840,19366.0,TOTAL,1840.0,2452069.56,1901443.87,1332.6465,1033.3934076086957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9843,19367.0,TOTAL,216.0,338165.28,261825.75,1565.5800000000002,1212.15625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9853,19370.0,TOTAL,2125.0,1300419.51,1005558.4,611.9621223529412,473.20395294117645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9857,19371.0,TOTAL,5051.0,4032846.89,3138481.42,798.4254385270244,621.3584280340526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9861,19380.0,TOTAL,6129.0,5848624.14,4506678.060000001,954.2542241801272,735.3039745472347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9866,19499.0,TOTAL,781.0,202851.27,158774.4,259.7327400768246,203.29628681177977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9869,38100.0,TOTAL,2507.0,2076607.86,1614684.67,828.3238372556841,644.0704706820901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9872,38101.0,TOTAL,37.0,26850.02,20114.35,725.6762162162162,543.631081081081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9875,38102.0,TOTAL,622.0,140974.47,110223.15,226.6470578778135,177.20763665594853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9878,38115.0,TOTAL,122.0,104862.33,81109.66,859.5272950819673,664.8332786885246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9881,38120.0,TOTAL,1059.0,839513.41,652559.53,792.7416525023607,616.203522190746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9884,38129.0,TOTAL,40.0,24922.03,19570.21,623.05075,489.25525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9886,38200.0,TOTAL,13.0,1190.12,933.04,91.5476923076923,71.77230769230769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9890,38205.0,TOTAL,276.0,22842.88,17885.66,82.7640579710145,64.80311594202898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9892,38206.0,TOTAL,3739.0,314895.6,244284.35,84.21920299545333,65.33414014442364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9908,38220.0,TOTAL,34413.0,1792556.2,1380830.98,52.08950687240287,40.12527184494232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9912,38221.0,TOTAL,125782.0,13587174.31,10440128.06,108.02161127983337,83.00176543543591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9915,38230.0,TOTAL,91.0,16896.59,13175.04,185.67681318681318,144.78065934065935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9919,38232.0,TOTAL,116.0,22807.84,17815.02,196.6193103448276,153.57775862068965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9921,38240.0,TOTAL,671.0,148964.81,116576.1,222.00418777943366,173.73487332339792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9924,38241.0,TOTAL,1843.0,306340.05,238341.29,166.21814975583288,129.3224579489962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9926,38242.0,TOTAL,204.0,25505.95,19672.96,125.02916666666667,96.43607843137255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9928,38243.0,TOTAL,16.0,2032.01,1593.09,127.000625,99.568125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9931,38300.0,TOTAL,87.0,17480.35,13672.72,200.9235632183908,157.1577011494253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9934,38305.0,TOTAL,73.0,29913.96,23293.57,409.78027397260274,319.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9937,38308.0,TOTAL,420.0,108489.2,84400.75,258.307619047619,200.95416666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9940,38380.0,TOTAL,99.0,30649.34,23573.28,309.5892929292929,238.11393939393938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9943,38381.0,TOTAL,307.0,132733.98,103077.42,432.3582410423453,335.75706840390876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9946,38382.0,TOTAL,20.0,7455.7,5842.559999999999,372.78499999999997,292.12799999999993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9950,38500.0,TOTAL,13047.0,3992712.13,3092838.26,306.02530313482026,237.05359546255843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9954,38505.0,TOTAL,23440.0,1780799.82,1368725.2,75.9726885665529,58.392713310580206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9958,38510.0,TOTAL,9346.0,4321665.5,3347849.97,462.4080355232185,358.2120661245453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9962,38520.0,TOTAL,415.0,198458.72,154242.6,478.2137831325301,371.6689156626506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9966,38525.0,TOTAL,53839.0,17163257.51,13335842.35,318.7885642378202,247.6985521647876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9969,38530.0,TOTAL,271.0,76858.84,59678.08,283.61195571955716,220.21431734317343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9973,38542.0,TOTAL,852.0,397828.61,309265.52,466.9349882629108,362.98769953051647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9976,38550.0,TOTAL,22.0,10235.38,7914.78,465.2445454545454,359.76272727272726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9979,38555.0,TOTAL,42.0,34646.28999999999,27162.67,824.9116666666665,646.7302380952381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9982,38562.0,TOTAL,698.0,267776.03,207358.49,383.6332808022923,297.0752005730659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9985,38564.0,TOTAL,426.0,154003.46,120518.3,361.51046948356804,282.9068075117371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9989,38570.0,TOTAL,2515.0,700403.46,544746.64,278.49044135188865,216.5990616302187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9992,38571.0,TOTAL,16203.0,5622271.78,4357335.56,346.9895562550145,268.9215305807566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9995,38572.0,TOTAL,3469.0,2569169.02,2001653.98,740.6079619486884,577.0118132026521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
9998,38589.0,TOTAL,318.0,91943.39,72128.72,289.1301572327044,226.81987421383647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10002,38700.0,TOTAL,811.0,447868.34,349062.73,552.2420961775586,430.41027127003696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10005,38720.0,TOTAL,629.0,705038.08,549281.7,1120.8872496025438,873.2618441971382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10009,38724.0,TOTAL,8504.0,10938201.2,8527500.88,1286.2419096895578,1002.7635089369709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10013,38740.0,TOTAL,1453.0,913913.3,710754.4500000001,628.983688919477,489.16342050929114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10017,38745.0,TOTAL,2654.0,2124407.78,1648572.89,800.4550791258476,621.1653692539562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10020,38746.0,TOTAL,9295.0,1576354.86,1228370.27,169.59170091447015,132.15387520172135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10023,38747.0,TOTAL,2437.0,559759.03,436972.35,229.6918465326221,179.30748871563398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10027,38760.0,TOTAL,1437.0,1088721.4,843516.35,757.6349338900486,586.9981558803062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10030,38765.0,TOTAL,284.0,318507.84,246964.06,1121.5064788732395,869.5917605633803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10033,38770.0,TOTAL,1251.0,663090.9,518184.43,530.0486810551558,414.2161710631495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10036,38780.0,TOTAL,570.0,335171.18,261967.17,588.0196140350877,459.5915263157895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10039,38790.0,TOTAL,1108.0,66904.83,51887.2,60.38342057761733,46.82960288808664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10043,38792.0,TOTAL,30615.0,928459.68,716535.99,30.326953454189123,23.40473591376776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10045,38794.0,TOTAL,47.0,8732.74,6846.43,185.80297872340424,145.66872340425533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10049,38900.0,TOTAL,35532.0,5076228.83,3953683.59,142.86358296746596,111.271068051334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10052,38999.0,TOTAL,1155.0,285804.89,223283.09,247.45012121212122,193.31869264069263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10054,54000.0,TOTAL,33.0,3278.19,2569.23,99.33909090909091,77.85545454545455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10058,54001.0,TOTAL,2201.0,402186.26,308667.27,182.728877782826,140.23955929123127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10061,54015.0,TOTAL,113.0,29290.02,22808.88,259.2037168141593,201.84849557522125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10064,54050.0,TOTAL,833.0,104002.3,76782.29,124.85270108043218,92.17561824729891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10068,54055.0,TOTAL,634.0,67098.79000000001,49118.22,105.83405362776027,77.47353312302839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10071,54056.0,TOTAL,5069.0,699827.8,509595.11,138.06032748076544,100.53168475044387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10074,54057.0,TOTAL,252.0,38473.24,28317.73,152.6715873015873,112.37194444444444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10078,54060.0,TOTAL,1152.0,223718.88,171453.2,194.20041666666668,148.8309027777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10082,54065.0,TOTAL,1554.0,357973.06,270893.69,230.35589446589447,174.32026383526383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10086,54100.0,TOTAL,3457.0,623975.9,470438.75,180.49635522129014,136.08294764246457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10090,54105.0,TOTAL,256.0,67163.61,52175.12,262.3578515625,203.8090625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10094,54110.0,TOTAL,58.0,36155.24000000001,28206.33,623.366206896552,486.31603448275865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10097,54111.0,TOTAL,42.0,26318.34,20395.77,626.6271428571429,485.61357142857145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10100,54112.0,TOTAL,55.0,53687.62,41514.61,976.1385454545455,754.8110909090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10104,54115.0,TOTAL,42.0,16709.4,12545.71,397.84285714285716,298.70738095238096,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10107,54120.0,TOTAL,554.0,306128.49,235241.49,552.5785018050541,424.6236281588447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10110,54125.0,TOTAL,200.0,129384.14,99957.40000000001,646.9207,499.78700000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10113,54130.0,TOTAL,18.0,17779.44,13939.08,987.7466666666666,774.3933333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10120,54150.0,TOTAL,282.0,67171.68,50901.57,238.19744680851062,180.50202127659574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10127,54161.0,TOTAL,11887.0,3685303.58,2831363.42,310.02806258938335,238.18990662067804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10130,54162.0,TOTAL,410.0,110810.35,84968.67,270.26914634146345,207.24065853658536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10134,54163.0,TOTAL,284.0,85040.87999999999,65783.13,299.43971830985913,231.63073943661973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10137,54164.0,TOTAL,118.0,26613.81,20365.5,225.54076271186443,172.58898305084745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10139,54200.0,TOTAL,5669.0,592880.87,440516.41,104.58297230552125,77.70619333215734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10143,54220.0,TOTAL,751.0,107185.12,81718.67,142.72319573901464,108.81314247669773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10145,54230.0,TOTAL,79.0,7073.14,4931.9,89.53341772151899,62.429113924050625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10147,54231.0,TOTAL,47.0,5386.97,4170.07,114.61638297872341,88.72489361702127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10150,54235.0,TOTAL,18011.0,1565342.94,1168543.68,86.91038476486591,64.87944478374327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10152,54240.0,TOTAL,195.0,20064.66,15502.76,102.8956923076923,79.50133333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10154,54250.0,TOTAL,78.0,10916.9,8546.05,139.9602564102564,109.56474358974359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10157,54300.0,TOTAL,186.0,95224.06,73967.48,511.95731182795697,397.67462365591393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10159,54304.0,TOTAL,18.0,13794.03,10158.18,766.335,564.3433333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10166,54322.0,TOTAL,14.0,11879.08,9306.99,848.5057142857142,664.785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10169,54324.0,TOTAL,17.0,16637.15,13043.51,978.6558823529413,767.265294117647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10193,54360.0,TOTAL,1007.0,549816.0499999999,425699.8799999999,545.9940913604765,422.74069513406147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10202,54400.0,TOTAL,256.0,172199.72,134174.66,672.65515625,524.119765625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10205,54401.0,TOTAL,116.0,245311.43,190194.36,2114.7537068965516,1639.6065517241377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10209,54405.0,TOTAL,6336.0,8371708.49,6470875.399999999,1321.2923753156565,1021.2871527777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10213,54406.0,TOTAL,886.0,575440.21,445794.24,649.4810496613995,503.153769751693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10217,54408.0,TOTAL,407.0,313056.76,242197.5,769.1812285012285,595.0798525798526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
